"","Plot","Plant_sp","Plant_id","Mean_N_seeds","Mean_fruit_set","N_flowers","N_seeds_plant","N_seeds_sc"
"171","C","HCOM","136",2.8,0.481701982228298,166,223.895081339713,0.0678631593300553
"172","C","HCOM","137",2.6,0.214131920710868,643,357.985745044429,0.108812371805905
"173","C","HCOM","138",2.3,0.172785888575362,244,96.9674406684933,0.0291014231785379
"174","C","HCOM","139",2.9,0.0921522921522921,179,47.8362548562549,0.0140975197640078
"175","C","HCOM","140",1.66666666666667,0.0557692307692308,18,1.67307692307692,0
"176","C","HCOM","141",2.10526315789474,0.153766233766234,151,48.8814764183185,0.0144167142451652
"177","C","HCOM","142",3,0.192077922077922,390,224.731168831169,0.0681184875042183
"178","C","HCOM","143",2.9,0.0704970760233918,585,119.598289473684,0.0360125339943761
"179","C","HCOM","144",2,0.119941520467836,133,31.9044444444444,0.00923219154760912
"180","C","HCOM","145",2,0.15008658008658,480,144.083116883117,0.0434898211695018
"181","C","HCOM","146",2,0.215604575163399,346,149.198366013072,0.0450519390508086
"182","C","HCOM","147",3.5,0.2618786818243,491,450.03851471506,0.136923862345873
"183","C","HCOM","148",2,0.298095238095238,679,404.813333333333,0.123112792205021
"184","C","HCOM","149",1.9,0.322222222222222,133,81.4255555555555,0.0243551721109287
"185","C","HCOM","150",1.625,0.0702991452991453,127,14.5079861111111,0.00391958253414597
"186","C","HHAL","501",36.7,0.674278846153846,14,346.444471153846,0.00923027192286932
"187","C","HHAL","502",24.1,0.605853174603175,37,540.239275793651,0.0143935199842603
"188","C","HHAL","503",16.8,0.505573416299369,117,993.75510707804,0.0264764792825836
"189","C","HHAL","504",27.9,0.775821985032511,94,2034.67073794626,0.0542094498497835
"190","C","HHAL","505",22.875,0.857792207792208,159,3119.89748376623,0.083122995297708
"191","C","HHAL","506",13,0.706173612035681,371,3405.87533084809,0.0907422633544064
"192","C","HHAL","507",51.3,0.613448561242679,549,17276.9812442704,0.460308211471248
"193","C","HHAL","509",22.1,0.496258741258741,71,778.679590909091,0.0207462521798705
"194","C","HHAL","510",17.2,0.8,5,68.8,0.00183302884349222
"195","C","HHAL","511",35.5,0.650311942959002,273,6302.49819518717,0.167916583980171
"196","C","HHAL","512",44.1,0.67131299734748,21,621.702966843501,0.0165639457893725
"197","C","HHAL","513",32.4,0.651575630252101,127,2681.10340336134,0.071432265563176
"198","C","HHAL","514",36.6,0.756581196581197,14,387.672205128205,0.0103286967125034
"199","C","HHAL","515",26,0.679347319347319,336,5934.77818181818,0.158119470741294
"200","C","LPED","291",2.7,0.25647909415041,383,265.225031260939,0.186735683066177
"201","C","LPED","292",2.2,0.244517267722136,47,25.2830854824688,0.0174124912855154
"202","C","LPED","293",1.9,0.254421534347893,58,28.0372530851378,0.0193560632927766
"203","C","LPED","294",2.5,0.346830595652895,378,327.754912891986,0.230862019981071
"204","C","LPED","295",2,0.288485499797527,76,43.8497959692241,0.0305147217866693
"205","C","LPED","296",3.1,0.465566188197767,86,124.119945773525,0.0871600820861341
"206","C","LPED","297",1.9,0.254891221445843,103,49.8822120369515,0.0347717012798656
"207","C","LPED","298",1.2,0.29184926811598,138,48.3302388000062,0.0336764985999625
"208","C","LPED","299",2.9,0.380802998222353,71,78.4073373339825,0.0549014257662042
"209","C","LPED","300",1.6,0.267382385148343,86,36.7918161964119,0.0255340183970283
"210","C","LPED","301",2.9,0.336267421267421,104,101.418254254254,0.0711398616349262
"211","C","LPED","302",1.8,0.257631175462079,85,39.417569845698,0.0273869707321624
"212","C","LPED","303",2.1,0.200331343453295,137,57.6353275115129,0.0402429508112369
"213","C","LPED","304",1.7,0.21029526029526,142,50.7652758352758,0.0353948652722768
"214","C","LPED","305",2,0.212235772357724,66,28.0151219512195,0.0193404457056948
"215","C","ROFF","31",2.3,0.780833333333333,6113,10978.4385833333,0.334815415823781
"216","C","ROFF","32",2.1,0.907142857142857,2671,5088.255,0.15421264764882
"217","C","ROFF","33",3.4,0.65,1271,2808.91,0.0843241610164905
"218","C","ROFF","34",3.3,0.601266233766234,1701,3375.08775,0.101684107015186
"219","C","ROFF","35",2.9,0.941111111111111,8126,22177.6597777778,0.678202055731488
"220","C","ROFF","36",2.6,0.646547619047619,992,1667.57561904762,0.0493289616823798
"221","C","ROFF","37",2.8,0.679285714285714,1666,3168.732,0.0953568985077514
"222","C","ROFF","38",2.4,0.536868686868687,1083,1395.42909090909,0.040984499131145
"223","C","ROFF","39",1.8,0.801428571428571,701,1011.24257142857,0.0292047051855003
"224","C","ROFF","40",2.5,0.558571428571429,123,171.760714285714,0.00346480334922206
"225","C","ROFF","41",2.7,0.742063492063492,2636,5281.41428571429,0.160135230740696
"226","C","ROFF","42",2,0.619047619047619,2809,3477.80952380952,0.104833726452233
"227","C","ROFF","43",2.33333333333333,0.772857142857143,810,1460.7,0.0429858131303333
"228","C","ROFF","44",2.8,0.479960317460317,1426,1916.38555555556,0.0569578857468043
"229","C","ROFF","45",2.3,0.650555555555556,405,605.9925,0.0167790679082183
"230","C","SGEN","251",3,0.241308121308121,1026,742.746397386397,1
"231","C","SGEN","252",0,0.164103561494866,285,0,0
"232","C","SGEN","254",0,0.228981927049724,1227,0,0
"233","C","SGEN","255",0,0.0783882783882784,389,0,0
"234","C","SGEN","258",0.666666666666667,0.149174406604747,540,53.702786377709,0.0723029913934019
"235","C","SGEN","259",0,0.0307060755336617,173,0,0
"236","C","SGEN","260",0,0.0594547908232119,341,0,0
"237","C","TMAS","586",1,0.0906459803312104,141,12.7810832267007,0.026584300152512
"238","C","TMAS","587",1.1,0.0824191279887482,28,2.53850914205345,0.00528002891267183
"239","C","TMAS","588",1.33333333333333,0.0281957102451289,47,1.76693117536141,0.00367516804964614
"240","C","TMAS","589",1,0.0466365007541478,4,0.186546003016591,0.000388010534669263
"241","D","AVEL","438",0.47152301923115,0.47152301923115,100,47.152301923115,0.771887723694785
"242","D","AVEL","439",0.386719576719577,0.386719576719577,50,19.3359788359788,0.29410607457066
"243","D","AVEL","440",0.241576776165011,0.241576776165011,22,5.31468907563025,0.0532721252538787
"244","D","AVEL","441",0.316171403962102,0.316171403962102,7,2.21319982773471,0
"245","D","AVEL","442",0.402457727128006,0.402457727128006,26,10.4639009053281,0.141716558113528
"246","D","AVEL","443",0.399970291146762,0.399970291146762,37,14.7989007724302,0.216175837974808
"247","D","AVEL","444",0.579346011314859,0.579346011314859,22,12.7456122489269,0.18090792805681
"248","D","AVEL","445",0.136944444444444,0.136944444444444,36,4.93,0.0466645883634384
"249","D","AVEL","446",0.721976369495167,0.721976369495167,31,22.3812674543502,0.346412880671041
"250","D","AVEL","447",0.752923659750672,0.752923659750672,58,43.669572265539,0.712067296888638
"251","D","AVEL","448",0.641328805294323,0.641328805294323,47,30.1424538488332,0.479721385288988
"252","D","AVEL","449",0.558562560246771,0.558562560246771,32,17.8740019278967,0.268994713304946
"253","D","CLIB","396",12.3,0.653333333333333,18,144.648,0.0113589546793957
"254","D","CLIB","397",13.5,0.759308338720103,45,461.279815772463,0.040481274075462
"255","D","CLIB","398",19.4,0.639285714285714,12,148.825714285714,0.011743201377654
"256","D","CLIB","399",15.5,0.833333333333333,121,1562.91666666667,0.141804699682421
"257","D","CLIB","400",15.5,0.788095238095238,33,403.110714285714,0.0351311510995175
"258","D","CLIB","401",12.8,0.885128205128205,32,362.548512820513,0.0314004287664021
"259","D","CLIB","402",15.4,0.821984126984127,94,1189.90422222222,0.107496752708372
"260","D","CLIB","403",15.3,0.658461538461538,27,272.010461538462,0.0230731605779517
"261","D","CLIB","404",10.7,0.783333333333333,62,519.663333333333,0.0458511180430541
"262","D","CLIB","405",11.5,0.74047619047619,29,246.94880952381,0.0207681065745087
"263","D","CLIB","406",13.9,0.691111111111111,69,662.844666666667,0.0590202700776192
"264","D","CLIB","407",14.2,0.682894736842105,17,164.850789473684,0.0132171131411686
"265","D","CLIB","408",13.5,0.623600288600289,82,690.32551948052,0.061547830900807
"266","D","CLIB","409",18.2,0.826984126984127,60,903.066666666666,0.0811147705714961
"267","D","CLIB","410",13.5,0.697647058823529,47,442.657058823529,0.0387684396447872
"268","D","HCOM","151",2.2,0.310882352941176,132,90.2802352941177,0.0270592541998835
"269","D","HCOM","152",2.9,0.244535464535465,721,511.299202797203,0.155631927944061
"270","D","HCOM","153",2.9,0.27969696969697,310,251.447575757576,0.0762772645107208
"271","D","HCOM","154",2.6,0.227361853832442,154,91.0356862745098,0.0272899572321191
"272","D","HCOM","155",1.9,0.374635854341737,157,111.75387535014,0.0336169713815984
"273","D","HCOM","156",2.8,0.1,657,183.96,0.0556676038317143
"274","D","HCOM","157",4.1,0.272229437229437,1010,1127.3020995671,0.343749674613713
"275","D","HCOM","158",2.4,0.362037037037037,184,159.875555555556,0.0483125874146865
"276","D","HCOM","159",2,0.04,27,2.16,0.000148698768321603
"277","D","HCOM","160",2.7,0.135319255907491,596,217.755746606335,0.0659883015620971
"278","D","HCOM","161",2.875,0.05,278,39.9625,0.0116929969457633
"279","D","HCOM","162",2.5,0.462820512820513,313,362.157051282051,0.110086224143622
"280","D","HCOM","163",2.8,0.204473304473304,108,61.8327272727273,0.0183718257228225
"281","D","HCOM","164",2.9,0.416539343009931,626,756.185523300229,0.230416418479435
"282","D","HCOM","165",2.5,0.252836072536884,238,150.437463159446,0.0454303401335031
"283","D","HHAL","516",17.5,0.466666666666667,2,16.3333333333333,0.000435166731255421
"284","D","HHAL","517",25,0.33548951048951,57,478.072552447552,0.0127372206092778
"285","D","HHAL","518",24.8,0.61825311942959,74,1134.61812477718,0.0302294730968842
"286","D","HHAL","519",25.6,0.793333333333333,84,1705.984,0.0454522947461662
"287","D","HHAL","520",29.2,0.555493827160494,48,778.580148148148,0.0207436027402035
"288","D","HHAL","521",23.2,0.650694444444444,77,1162.40055555556,0.0309696765410569
"289","D","HHAL","522",31.3,0.788060731538992,195,4809.92867494824,0.128150261574425
"290","D","HHAL","523",25.4,0.775452744765139,153,3013.56445670628,0.0802899792276974
"291","D","HHAL","524",16.6111111111111,0.647008547008547,103,1106.99567901235,0.0294935321112047
"292","D","HHAL","525",35.7,0.773291925465838,155,4279.01086956522,0.114005092231537
"293","D","HHAL","526",37.4,0.548888888888889,66,1354.87733333333,0.0360978085958405
"294","D","HHAL","527",46.6,0.641169288228112,278,8306.21989513754,0.221301462909536
"295","D","HHAL","528",24.2,0.676666666666667,37,605.887333333333,0.0161425720625957
"296","D","HHAL","529",17.3,0.537926887926888,376,3499.10682058682,0.093226216985407
"297","D","HHAL","530",23.2,0.849417989417989,186,3665.40850793651,0.0976569697417065
"298","D","LPED","306",1.7,0.15400217748949,152,39.7941626632843,0.0276527262576021
"299","D","LPED","307",2.2,0.230121961371961,168,85.0530769230769,0.0595912178545267
"300","D","LPED","308",2.1,0.446340795427483,239,224.018445225054,0.157656854654815
"301","D","LPED","309",1.3,0.342853957636566,547,243.803449275362,0.171618815429629
"302","D","LPED","310",2.2,0.422481218574386,342,317.874868855368,0.223889830996832
"303","D","LPED","311",2.1,0.324883005928893,151,103.020401180052,0.072270471084214
"304","D","LPED","312",2.7,0.367555378982378,211,209.396299406261,0.147338240322138
"305","D","LPED","313",1.9,0.616275543836519,395,462.514795649308,0.325959912925244
"306","D","LPED","314",1.6,0.264973179235852,302,128.035040206764,0.0899229015815248
"307","D","LPED","315",2,0.300821494966502,373,224.41283524501,0.157935169381191
"308","D","LPED","316",1.9,0.407998346968935,287,222.48149860216,0.156572256016005
"309","D","LPED","317",2.7,0.51746549149775,318,444.295870999968,0.313103109324569
"310","D","LPED","318",2.4,0.410395989974937,355,349.657383458647,0.246318242994504
"311","D","LPED","319",1.3,0.171666666666667,226,50.4356666666667,0.0351622653561263
"312","D","LPED","320",1.9,0.408616008927374,197,152.944972141516,0.107501441959477
"313","D","ROFF","46",0.5,0.666666666666667,567,189,0.00399338835464851
"314","D","ROFF","47",0.25,0.794047619047619,296,58.7595238095238,0
"315","D","ROFF","48",1.875,0.829047619047619,2035,3163.33482142857,0.0951914120884328
"316","D","ROFF","49",1.5,0.864603174603175,217,281.428333333333,0.00682739388633202
"317","D","ROFF","50",1.5,0.719642857142857,801,864.650892857143,0.0247099619288849
"318","D","ROFF","51",1.9,0.845238095238095,1663,2670.69880952381,0.0800863773821422
"319","D","ROFF","52",2.5,0.676865079365079,284,480.574206349206,0.0129335356437902
"320","D","ROFF","53",1.2,0.66,1423,1127.016,0.0327545099386611
"321","D","ROFF","54",2.1,0.906349206349206,791,1505.53666666667,0.0443605794684575
"322","D","ROFF","55",2,0.831136363636364,524,871.030909090909,0.024905583776068
"323","D","ROFF","56",1.25,0.805714285714286,932,938.657142857143,0.0269791159243677
"324","D","ROFF","57",1.5,0.656666666666667,78,76.83,0.000554070679812807
"325","D","ROFF","58",1.6,0.93,1510,2246.88,0.0670913918911636
"326","D","ROFF","59",2.25,0.773333333333333,152,264.48,0.00630772996199985
"327","D","ROFF","60",2,0.702380952380952,186,261.285714285714,0.00620978788019885
"328","D","SGEN","166",0.833333333333333,0.20001443001443,272,45.3366041366041,0.0610391437725396
"329","D","SGEN","168",0,0.104454804454804,550,0,0
"330","D","SGEN","169",0,0.284651015539113,179,0,0
"331","D","SGEN","170",0.4,0.0636363636363636,11,0.28,0.00037697927716011
"332","D","SGEN","171",0,0.127417027417027,164,0,0
"333","D","SGEN","172",0,0.0436079182630907,355,0,0
