ID;Plot;Plant_sp;Plant_sp_complete;Plant_id;N_fruit;N_seeds;Weight;N_predated_seeds;Antagonist_collected;Notes
;;;;;4;27;;;;
;;;;;5;32;;;;
;;;;;6;23;;;;
;;;;;7;19;;;;
;;;;;8;18;;;;
;;;;;9;19;;;;
;;;;;10;32;;;;
290;C;HHAL;Halimium_halimifolium;503;1;22;;;;
;;;;;2;26;;;;
;;;;;3;20;;;;
;;;;;4;17;;;;
;;;;;5;19;;;;
;;;;;6;19;;;;
;;;;;7;19;;;;
;;;;;8;9;;;;
;;;;;9;10;;;;
;;;;;10;7;;;;
291;C;HHAL;Halimium_halimifolium;504;1;49;;;;
;;;;;2;38;;;;
;;;;;3;22;;;;
;;;;;4;30;;;;
;;;;;5;39;;;;
;;;;;6;21;;;;
;;;;;7;19;;;;
;;;;;8;21;;;;
;;;;;9;29;;;;
;;;;;10;11;;;;
292;C;HHAL;Halimium_halimifolium;505;1;20;;;;
;;;;;2;27;;;;
;;;;;3;32;;;;
;;;;;4;12;;;;
;;;;;5;35;;;;
;;;;;6;15;;;;
;;;;;7;27;;;;
;;;;;8;15;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
293;C;HHAL;Halimium_halimifolium;506;1;18;;;;
;;;;;2;18;;;;
;;;;;3;19;;;;
;;;;;4;12;;;;
;;;;;5;15;;;;
;;;;;6;12;;;;
;;;;;7;5;;;;
;;;;;8;14;;;;
;;;;;9;8;;;;
;;;;;10;9;;;;
294;C;HHAL;Halimium_halimifolium;507;1;59;;;;
;;;;;2;60;;;;
;;;;;3;42;;larvae (same);;
;;;;;4;50;;;;
;;;;;5;40;;larvae (same);;
;;;;;6;58;;;;
;;;;;7;61;;;;
;;;;;8;41;;;;
;;;;;9;57;;;;
;;;;;10;45;;;;
295;C;HHAL;Halimium_halimifolium;508;1;NA;;;;
;;;;;2;NA;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
296;C;HHAL;Halimium_halimifolium;509;1;32;;one predate fruit;;
;;;;;2;23;;;;
;;;;;3;28;;;;
;;;;;4;36;;;;
;;;;;5;31;;;;
;;;;;6;27;;;;
;;;;;7;21;;;;
;;;;;8;14;;;;
;;;;;9;3;;;;
;;;;;10;6;;;;
297;C;HHAL;Halimium_halimifolium;510;1;21;;;;
;;;;;2;10;;;;
;;;;;3;17;;;;
;;;;;4;25;;;;
;;;;;5;13;;;;
;;;;;6;16;;;;
;;;;;7;21;;;;
;;;;;8;15;;;;
;;;;;9;21;;;;
;;;;;10;13;;;;
298;C;HHAL;Halimium_halimifolium;511;1;64;;;;
;;;;;2;43;;;;
;;;;;3;30;;;;
;;;;;4;34;;;;
;;;;;5;54;;;;
;;;;;6;38;;;;
;;;;;7;31;;;;
;;;;;8;20;;;;
;;;;;9;22;;;;
;;;;;10;19;;;;
299;C;HHAL;Halimium_halimifolium;512;1;51;;;;
;;;;;2;54;;;;
;;;;;3;64;;;;
;;;;;4;51;;;;
;;;;;5;49;;;;
;;;;;6;35;;;;
;;;;;7;49;;;;
;;;;;8;27;;;;
;;;;;9;37;;larvae (same);;
;;;;;10;24;;;;
300;C;HHAL;Halimium_halimifolium;513;1;29;;;;
;;;;;2;38;;;;
;;;;;3;38;;;;
;;;;;4;32;;;;
;;;;;5;33;;;;
;;;;;6;46;;;;
;;;;;7;32;;;;
;;;;;8;26;;;;
;;;;;9;21;;;;
;;;;;10;29;;;;
301;C;HHAL;Halimium_halimifolium;514;1;29;;;;
;;;;;2;38;;;;
;;;;;3;35;;;;
;;;;;4;42;;;;
;;;;;5;42;;;;
;;;;;6;26;;;;
;;;;;7;43;;;;
;;;;;8;46;;;;
;;;;;9;43;;;;
;;;;;10;22;;;;
302;C;HHAL;Halimium_halimifolium;515;1;32;;;;
;;;;;2;27;;;;
;;;;;3;47;;;;
;;;;;4;32;;;;
;;;;;5;27;;;;
;;;;;6;25;;;;
;;;;;7;31;;;;
;;;;;8;6;;;;
;;;;;9;26;;;;
;;;;;10;7;;;;
303;C;TMAS;Thymus_mastichina;586;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
304;C;TMAS;Thymus_mastichina;587;1;1;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
305;C;TMAS;Thymus_mastichina;588;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
306;C;TMAS;Thymus_mastichina;589;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
307;C;TMAS;Thymus_mastichina;590;;;;;;
308;C;HPIC;Helichrysum_picardii;641;;;;;;
309;C;HPIC;Helichrysum_picardii;642;;;;;;
310;C;HPIC;Helichrysum_picardii;643;;;;;;
311;C;HPIC;Helichrysum_picardii;644;;;;;;
312;C;HPIC;Helichrysum_picardii;645;;;;;;
313;C;HPIC;Helichrysum_picardii;646;;;;;;
314;C;HPIC;Helichrysum_picardii;647;;;;;;
315;C;HPIC;Helichrysum_picardii;648;;;;;;
316;C;HPIC;Helichrysum_picardii;649;;;;;;
317;C;HPIC;Helichrysum_picardii;650;;;;;;
318;C;HPIC;Helichrysum_picardii;651;;;;;;
319;C;HPIC;Helichrysum_picardii;652;;;;;;
320;C;HPIC;Helichrysum_picardii;653;;;;;;
321;C;HPIC;Helichrysum_picardii;654;;;;;;
322;C;HPIC;Helichrysum_picardii;655;;;;;;
323;D;ROFF;Rosmarinus_officinalis;46;1;1;;;;
;;;;;2;0;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
324;D;ROFF;Rosmarinus_officinalis;47;1;0;;;;
;;;;;2;0;;;;
;;;;;3;1;;;;
;;;;;4;0;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
325;D;ROFF;Rosmarinus_officinalis;48;1;3;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;0;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
326;D;ROFF;Rosmarinus_officinalis;49;1;4;;;;
;;;;;2;0;;;;
;;;;;3;2;;;;
;;;;;4;0;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
327;D;ROFF;Rosmarinus_officinalis;50;1;2;;;;
;;;;;2;4;;;;
;;;;;3;0;;;;
;;;;;4;0;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
328;D;ROFF;Rosmarinus_officinalis;51;1;4;;;;
;;;;;2;2;;;;
;;;;;3;4;;;;
;;;;;4;3;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;0;;;;
329;D;ROFF;Rosmarinus_officinalis;52;1;4;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
330;D;ROFF;Rosmarinus_officinalis;53;1;0;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;0;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
331;D;ROFF;Rosmarinus_officinalis;54;1;3;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;4;;;;
332;D;ROFF;Rosmarinus_officinalis;55;1;2;;;;
;;;;;2;4;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
333;D;ROFF;Rosmarinus_officinalis;56;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
334;D;ROFF;Rosmarinus_officinalis;57;1;2;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
335;D;ROFF;Rosmarinus_officinalis;58;1;1;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
336;D;ROFF;Rosmarinus_officinalis;59;1;4;;;;
;;;;;2;4;;;;
;;;;;3;1;;;;
;;;;;4;0;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
337;D;ROFF;Rosmarinus_officinalis;60;1;3;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
338;D;HCOM;Halimium_commutatum;151;;;;;;
339;D;HCOM;Halimium_commutatum;152;;;;;;
340;D;HCOM;Halimium_commutatum;153;;;;;;
341;D;HCOM;Halimium_commutatum;154;;;;;;
342;D;HCOM;Halimium_commutatum;155;;;;;;
343;D;HCOM;Halimium_commutatum;156;;;;;;
344;D;HCOM;Halimium_commutatum;157;;;;;;
345;D;HCOM;Halimium_commutatum;158;;;;;;
346;D;HCOM;Halimium_commutatum;159;;;;;;
347;D;HCOM;Halimium_commutatum;160;;;;;;
348;D;HCOM;Halimium_commutatum;161;;;;;;
349;D;HCOM;Halimium_commutatum;162;;;;;;
350;D;HCOM;Halimium_commutatum;163;;;;;;
351;D;HCOM;Halimium_commutatum;164;;;;;;
352;D;HCOM;Halimium_commutatum;165;;;;;;
353;D;LPED;Lavandula_pedunculata;306;1;2;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
354;D;LPED;Lavandula_pedunculata;307;1;2;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;2;;;;
355;D;LPED;Lavandula_pedunculata;308;1;3;;;;
;;;;;2;1;;;;
;;;;;3;2;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;4;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
356;D;LPED;Lavandula_pedunculata;309;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;1;;;;
357;D;LPED;Lavandula_pedunculata;310;1;2;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;3;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;4;;;;
358;D;LPED;Lavandula_pedunculata;311;1;1;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;4;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;3;;;;
;;;;;10;3;;;;
359;D;LPED;Lavandula_pedunculata;312;1;3;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;3;;;;
;;;;;6;1;;;;
;;;;;7;4;;;;
;;;;;8;3;;;;
;;;;;9;3;;;;
;;;;;10;4;;;;
360;D;LPED;Lavandula_pedunculata;313;1;1;;;;
;;;;;2;3;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;4;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
361;D;LPED;Lavandula_pedunculata;314;1;1;;;;
;;;;;2;2;;;;
;;;;;3;3;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;1;;;;
362;D;LPED;Lavandula_pedunculata;315;1;2;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;3;;;;
;;;;;10;3;;;;
363;D;LPED;Lavandula_pedunculata;316;1;1;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;3;;;;
364;D;LPED;Lavandula_pedunculata;317;1;1;;;;
;;;;;2;3;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;3;;;;
;;;;;6;4;;;;
;;;;;7;4;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;4;;;;
365;D;LPED;Lavandula_pedunculata;318;1;2;;;;
;;;;;2;3;;;;
;;;;;3;3;;;;
;;;;;4;3;;;;
;;;;;5;2;;;;
;;;;;6;2;;;;
;;;;;7;2;;;;
;;;;;8;2;;;;
;;;;;9;2;;;;
;;;;;10;3;;;;
366;D;LPED;Lavandula_pedunculata;319;1;1;;;;
;;;;;2;2;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;1;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
367;D;LPED;Lavandula_pedunculata;320;1;3;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;2;;;;
;;;;;5;2;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;3;;;;
;;;;;9;2;;;;
;;;;;10;3;;;;
368;D;SGEN;Stauracanthus_genistoides;166;;;;;;
369;D;SGEN;Stauracanthus_genistoides;167;;;;;;
370;D;SGEN;Stauracanthus_genistoides;168;;;;;;
371;D;SGEN;Stauracanthus_genistoides;169;;;;;;
372;D;SGEN;Stauracanthus_genistoides;170;;;;;;
373;D;SGEN;Stauracanthus_genistoides;171;;;;;;
374;D;SGEN;Stauracanthus_genistoides;172;;;;;;
375;D;SGEN;Stauracanthus_genistoides;173;;;;;;
376;D;SGEN;Stauracanthus_genistoides;174;;;;;;
377;D;SGEN;Stauracanthus_genistoides;175;;;;;;
378;D;SGEN;Stauracanthus_genistoides;176;;;;;;
379;D;SGEN;Stauracanthus_genistoides;177;;;;;;
380;D;SGEN;Stauracanthus_genistoides;178;;;;;;
381;D;SGEN;Stauracanthus_genistoides;179;;;;;;
382;D;SGEN;Stauracanthus_genistoides;180;;;;;;
383;D;CLIB;Cistus_libanotis;396;1;19;;;;
;;;;;2;12;;;;
;;;;;3;15;;good;;
;;;;;4;13;;;;
;;;;;5;10;;;;
;;;;;6;9;;;;
;;;;;7;14;;;;
;;;;;8;11;;;;
;;;;;9;10;;;;
;;;;;10;10;;;;
384;D;CLIB;Cistus_libanotis;397;1;21;;;;
;;;;;2;23;;;;
;;;;;3;19;;;;
;;;;;4;18;;;;
;;;;;5;6;;;;
;;;;;6;3;;;;
;;;;;7;7;;;;
;;;;;8;11;;;;
;;;;;9;13;;;;
;;;;;10;14;;;;
385;D;CLIB;Cistus_libanotis;398;1;17;;good;;
;;;;;2;27;;;;
;;;;;3;26;;;;
;;;;;4;20;;;;
;;;;;5;20;;;;
;;;;;6;13;;;;
;;;;;7;15;;;;
;;;;;8;17;;;;
;;;;;9;24;;;;
;;;;;10;15;;;;
386;D;CLIB;Cistus_libanotis;399;1;15;;;;
;;;;;2;22;;;;
;;;;;3;23;;;;
;;;;;4;14;;;;
;;;;;5;12;;;;
;;;;;6;8;;;;
;;;;;7;27;;;;
;;;;;8;20;;;;
;;;;;9;8;;;;
;;;;;10;6;;;;
387;D;CLIB;Cistus_libanotis;400;1;19;;;;
;;;;;2;13;;;;
;;;;;3;20;;;;
;;;;;4;15;;;;
;;;;;5;14;;;;
;;;;;6;17;;;;
;;;;;7;16;;;;
;;;;;8;11;;;;
;;;;;9;20;;;;
;;;;;10;10;;;;
388;D;CLIB;Cistus_libanotis;401;1;10;;;;
;;;;;2;9;;;;
;;;;;3;13;;;;
;;;;;4;23;;;;
;;;;;5;11;;;;
;;;;;6;10;;;;
;;;;;7;9;;;;
;;;;;8;13;;;;
;;;;;9;14;;;;
;;;;;10;16;;;;
389;D;CLIB;Cistus_libanotis;402;1;23;;;;
;;;;;2;21;;;;
;;;;;3;9;;;;
;;;;;4;20;;;;
;;;;;5;15;;;;
;;;;;6;13;;;;
;;;;;7;18;;;;
;;;;;8;13;;;;
;;;;;9;10;;;;
;;;;;10;12;;;;
390;D;CLIB;Cistus_libanotis;403;1;26;;;;
;;;;;2;14;;;;
;;;;;3;14;;;;
;;;;;4;17;;;;
;;;;;5;16;;;;
;;;;;6;13;;;;
;;;;;7;16;;;;
;;;;;8;16;;;;
;;;;;9;8;;;;
;;;;;10;13;;;;
391;D;CLIB;Cistus_libanotis;404;1;14;;;;
;;;;;2;19;;;;
;;;;;3;10;;;;
;;;;;4;14;;;;
;;;;;5;13;;;;
;;;;;6;6;;;;
;;;;;7;9;;;;
;;;;;8;8;;;;
;;;;;9;8;;;;
;;;;;10;6;;;;
392;D;CLIB;Cistus_libanotis;405;1;13;;;;
;;;;;2;12;;;;
;;;;;3;21;;;;
;;;;;4;11;;;;
;;;;;5;17;;;;
;;;;;6;12;;;;
;;;;;7;5;;;;
;;;;;8;7;;;;
;;;;;9;11;;;;
;;;;;10;6;;;;
393;D;CLIB;Cistus_libanotis;406;1;15;;;;
;;;;;2;10;;;;
;;;;;3;19;;;;
;;;;;4;16;;;;
;;;;;5;9;;;;
;;;;;6;10;;;;
;;;;;7;19;;;;
;;;;;8;13;;;;
;;;;;9;10;;;;
;;;;;10;18;;;;
394;D;CLIB;Cistus_libanotis;407;1;13;;;;
;;;;;2;18;;;;
;;;;;3;14;;;;
;;;;;4;11;;;;
;;;;;5;10;;;;
;;;;;6;8;;;;
;;;;;7;20;;;;
;;;;;8;16;;;;
;;;;;9;16;;;;
;;;;;10;16;;;;
395;D;CLIB;Cistus_libanotis;408;1;21;;;;
;;;;;2;14;;;;
;;;;;3;9;;;;
;;;;;4;12;;;;
;;;;;5;14;;;;
;;;;;6;14;;;;
;;;;;7;19;;;;
;;;;;8;12;;;;
;;;;;9;12;;;;
;;;;;10;8;;;;
396;D;CLIB;Cistus_libanotis;409;1;22;;;;
;;;;;2;22;;;;
;;;;;3;11;;;;
;;;;;4;28;;;;
;;;;;5;21;;;;
;;;;;6;12;;;;
;;;;;7;23;;;;
;;;;;8;14;;;;
;;;;;9;14;;;;
;;;;;10;15;;;;
397;D;CLIB;Cistus_libanotis;410;1;11;;;;
;;;;;2;12;;;;
;;;;;3;16;;;;
;;;;;4;12;;;;
;;;;;5;16;;;;
;;;;;6;18;;;;
;;;;;7;13;;;;
;;;;;8;8;;;;
;;;;;9;14;;;;
;;;;;10;15;;;;
398;D;AVEL;Armeria_velutina;438;;;;;;
399;D;AVEL;Armeria_velutina;439;;;;;;
400;D;AVEL;Armeria_velutina;440;;;;;;
401;D;AVEL;Armeria_velutina;441;;;;;;
402;D;AVEL;Armeria_velutina;442;;;;;;
403;D;AVEL;Armeria_velutina;443;;;;;;
404;D;AVEL;Armeria_velutina;444;;;;;;
405;D;AVEL;Armeria_velutina;445;;;;;;
406;D;AVEL;Armeria_velutina;446;;;;;;
407;D;AVEL;Armeria_velutina;447;;;;;;
408;D;AVEL;Armeria_velutina;448;;;;;;
409;D;AVEL;Armeria_velutina;449;;;;;;
410;D;HHAL;Halimium_halimifolium;516;1;35;;;;
;;;;;2;0;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
411;D;HHAL;Halimium_halimifolium;517;1;19;;;;
;;;;;2;25;;;;
;;;;;3;30;;;;
;;;;;4;29;;;;
;;;;;5;27;;;;
;;;;;6;16;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
412;D;HHAL;Halimium_halimifolium;518;1;35;;;;
;;;;;2;39;;;;
;;;;;3;40;;;;
;;;;;4;34;;;;
;;;;;5;32;;;;
;;;;;6;22;;;;
;;;;;7;10;;;;
;;;;;8;7;;;;
;;;;;9;15;;;;
;;;;;10;14;;;;
413;D;HHAL;Halimium_halimifolium;519;1;35;;;;
;;;;;2;36;;;;
;;;;;3;20;;;;
;;;;;4;25;;;;
;;;;;5;31;;;;
;;;;;6;25;;;;
;;;;;7;27;;;;
;;;;;8;23;;larvae (same);;
;;;;;9;19;;;;
;;;;;10;15;;;;
414;D;HHAL;Halimium_halimifolium;520;1;61;;;;
;;;;;2;45;;;;
;;;;;3;6;;;;
;;;;;4;51;;;;
;;;;;5;11;;;;
;;;;;6;35;;;;
;;;;;7;31;;;;
;;;;;8;31;;;;
;;;;;9;7;;;;
;;;;;10;14;;;;
415;D;HHAL;Halimium_halimifolium;521;1;32;;;;
;;;;;2;18;;;;
;;;;;3;29;;;;
;;;;;4;30;;;;
;;;;;5;22;;;;
;;;;;6;11;;;;
;;;;;7;25;;;;
;;;;;8;33;;;;
;;;;;9;18;;;;
;;;;;10;14;;;;
416;D;HHAL;Halimium_halimifolium;522;1;37;;;;
;;;;;2;25;;;;
;;;;;3;23;;;;
;;;;;4;29;;;;
;;;;;5;39;;;;
;;;;;6;34;;;;
;;;;;7;30;;;;
;;;;;8;38;;;;
;;;;;9;28;;;;
;;;;;10;30;;;;
417;D;HHAL;Halimium_halimifolium;523;1;29;;;;
;;;;;2;31;;;;
;;;;;3;19;;;;
;;;;;4;35;;;;
;;;;;5;29;;;;
;;;;;6;12;;;;
;;;;;7;27;;;;
;;;;;8;30;;;;
;;;;;9;20;;;;
;;;;;10;22;;;;
418;D;HHAL;Halimium_halimifolium;524;1;16;;;;
;;;;;2;20;;;;
;;;;;3;24;;;;
;;;;;4;15;;;;
;;;;;5;7;;;;
;;;;;6;6;;;;
;;;;;7;19;;;;
;;;;;8;17;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
419;D;HHAL;Halimium_halimifolium;525;1;33;;;;
;;;;;2;35;;larvae (same);;
;;;;;3;41;;;;
;;;;;4;39;;;;
;;;;;5;35;;;;
;;;;;6;38;;;;
;;;;;7;36;;;;
;;;;;8;20;;larvae (same);;
;;;;;9;35;;;;
;;;;;10;45;;;;
420;D;HHAL;Halimium_halimifolium;526;1;36;;;;
;;;;;2;35;;;;
;;;;;3;48;;;;
;;;;;4;33;;;;
;;;;;5;19;;;;
;;;;;6;35;;;;
;;;;;7;57;;;;
;;;;;8;24;;;;
;;;;;9;44;;;;
;;;;;10;43;;;;
421;D;HHAL;Halimium_halimifolium;527;1;23;;;;
;;;;;2;54;;;;
;;;;;3;39;;;;
;;;;;4;59;;;;
;;;;;5;46;;;;
;;;;;6;50;;;;
;;;;;7;60;;larvae (same);;
;;;;;8;57;;;;
;;;;;9;40;;;;
;;;;;10;38;;;;
422;D;HHAL;Halimium_halimifolium;528;1;36;;;;
;;;;;2;34;;;;
;;;;;3;35;;;;
;;;;;4;21;;;;
;;;;;5;24;;;;
;;;;;6;16;;;;
;;;;;7;21;;;;
;;;;;8;28;;larvae (same);;
;;;;;9;9;;;;
;;;;;10;18;;;;
423;D;HHAL;Halimium_halimifolium;529;1;17;;;;
;;;;;2;24;;larvae (same);;
;;;;;3;20;;;;
;;;;;4;33;;;;
;;;;;5;15;;;;
;;;;;6;15;;;;
;;;;;7;16;;;;
;;;;;8;13;;;;
;;;;;9;12;;larvae (same);;
;;;;;10;8;;;;
424;D;HHAL;Halimium_halimifolium;530;1;12;;;;
;;;;;2;21;;;;
;;;;;3;26;;;;
;;;;;4;18;;;;
;;;;;5;25;;;;
;;;;;6;30;;;;
;;;;;7;23;;;;
;;;;;8;24;;;;
;;;;;9;21;;;;
;;;;;10;32;;;;
425;D;TMAS;Thymus_mastichina;591;1;1;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
426;D;TMAS;Thymus_mastichina;592;1;1;;;;
;;;;;2;2;;;;
;;;;;3;2;;;;
;;;;;4;1;;;;
;;;;;5;1;;;;
;;;;;6;1;;;;
;;;;;7;1;;;;
;;;;;8;2;;;;
;;;;;9;1;;;;
;;;;;10;2;;;;
427;D;TMAS;Thymus_mastichina;593;1;2;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;1;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
428;D;TMAS;Thymus_mastichina;594;1;1;;;;
;;;;;2;1;;;;
;;;;;3;1;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
;;;;;8;NA;;;;
;;;;;9;NA;;;;
;;;;;10;NA;;;;
429;D;TMAS;Thymus_mastichina;595;1;2;;;;
;;;;;2;1;;;;
;;;;;3;NA;;;;
;;;;;4;NA;;;;
;;;;;5;NA;;;;
;;;;;6;NA;;;;
;;;;;7;NA;;;;
